Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Performance_Score,Remote_Work
EMP1236,Charlie,Miller,30.0,HR-Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,Good,False
EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,Average,False
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,2022-10-02,64012.48,heidi.williams@example.com,Poor,True
EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,Average,True
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,Average,False
EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,Average,True
EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,2023-03-18,75823.78,david.brown@example.com,Average,False
EMP1243,Charlie,Smith,30.0,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,Average,False
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,2021-10-11,94963.7,grace.davis@example.com,Good,False
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,Average,False
EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,Average,True
EMP1247,David,Smith,35.0,Sales-California,Active,2021-05-28,63741.13,david.smith@example.com,Poor,True
EMP1248,Eva,Smith,30.0,DevOps-California,Pending,2022-12-28,56539.99,eva.smith@example.com,Excellent,True
EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,Good,True
EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,Good,False
EMP1251,Grace,Smith,30.0,DevOps-Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,Good,False
EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,Average,True
EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,Average,False
EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,Average,False
EMP1255,Heidi,Williams,25.0,HR-Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,Poor,False
EMP1256,Grace,Davis,30.0,Finance-New York,Active,2024-07-24,72920.51,grace.davis@example.com,Excellent,True
EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,Average,True
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,Excellent,True
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,Poor,False
EMP1260,Bob,Smith,40.0,Admin-California,Pending,2022-01-19,103469.97,bob.smith@example.com,Good,True
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,2022-01-12,88725.6,grace.miller@example.com,Average,True
EMP1262,Heidi,Jones,30.0,HR-Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,Excellent,True
EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,Excellent,True
EMP1264,Grace,Williams,30.0,Cloud Tech-Texas,Active,2020-10-07,99951.43,grace.williams@example.com,Average,True
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,Good,True
EMP1266,Grace,Brown,30.0,DevOps-California,Pending,2021-11-19,85512.05,grace.brown@example.com,Good,False
EMP1267,Heidi,Garcia,30.0,HR-Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,Good,False
EMP1268,Grace,Davis,30.0,HR-Nevada,Pending,2023-07-12,51865.3,grace.davis@example.com,Poor,True
EMP1269,David,Williams,25.0,Sales-Florida,Active,2022-12-09,94031.77,david.williams@example.com,Excellent,True
EMP1270,Grace,Miller,30.0,DevOps-New York,Active,2023-03-18,116374.36,grace.miller@example.com,Excellent,False
EMP1271,Alice,Garcia,40.0,HR-Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,Excellent,False
EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,Poor,True
EMP1273,Heidi,Garcia,30.0,Finance-California,Active,2022-07-30,113848.69,heidi.garcia@example.com,Excellent,True
EMP1274,Frank,Smith,35.0,Sales-Florida,Active,2021-05-19,69530.45,frank.smith@example.com,Poor,True
EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,2023-12-14,84230.22,eva.brown@example.com,Good,True
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,Average,False
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,Excellent,True
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,2021-07-09,115311.68,eva.smith@example.com,Excellent,True
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,Good,True
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,david.brown@example.com,Average,True
EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,2023-08-30,115452.25,charlie.brown@example.com,Poor,False
EMP1282,Heidi,Miller,30.0,HR-California,Inactive,2023-08-15,54141.38,heidi.miller@example.com,Average,False
EMP1283,David,Davis,30.0,DevOps-Nevada,Active,2020-12-24,79251.95,david.davis@example.com,Good,False
EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,2024-11-21,114822.78,alice.johnson@example.com,Good,True
EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,2021-11-17,69919.32,alice.williams@example.com,Average,True
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,Poor,False
EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2024-02-17,73597.85,heidi.jones@example.com,Poor,True
EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,Excellent,True
EMP1289,Grace,Garcia,25.0,Admin-New York,Inactive,2021-10-24,85547.87,grace.garcia@example.com,Poor,False
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,2021-09-10,90772.25,grace.smith@example.com,Average,False
EMP1291,Eva,Williams,35.0,DevOps-New York,Active,2023-09-29,58275.74,eva.williams@example.com,Good,False
EMP1292,Grace,Smith,30.0,DevOps-California,Pending,2020-08-28,94709.79,grace.smith@example.com,Excellent,False
EMP1293,Frank,Johnson,30.0,Admin-New York,Active,2022-09-06,60722.99,frank.johnson@example.com,Excellent,True
EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,Good,True
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,2022-12-12,81272.36,david.brown@example.com,Poor,False
EMP1296,Bob,Miller,30.0,Cloud Tech-Texas,Pending,2022-11-01,64150.97,bob.miller@example.com,Good,True
EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,2023-10-25,64378.1,charlie.davis@example.com,Poor,False
EMP1298,Bob,Jones,30.0,Finance-Texas,Inactive,2020-09-27,85927.35,bob.jones@example.com,Good,False
EMP1299,Alice,Garcia,30.0,Finance-Nevada,Inactive,2024-01-21,51523.93,alice.garcia@example.com,Average,True
EMP1300,Alice,Smith,30.0,Sales-Texas,Active,2022-05-17,74117.02,alice.smith@example.com,Poor,False
EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,Average,True
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,Excellent,True
EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,2022-03-15,87018.98,charlie.miller@example.com,Good,True
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,2023-10-11,100336.58,david.johnson@example.com,Excellent,True
EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,Excellent,False
EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,2024-04-17,115536.66,bob.brown@example.com,Excellent,True
EMP1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,2020-03-09,81250.87,david.johnson@example.com,Excellent,False
EMP1308,Alice,Garcia,30.0,DevOps-Texas,Inactive,2022-06-17,66403.75,alice.garcia@example.com,Good,False
EMP1309,Alice,Miller,30.0,Sales-California,Active,2024-07-28,114147.79,alice.miller@example.com,Excellent,False
EMP1310,Frank,Garcia,30.0,HR-New York,Pending,2022-12-03,65472.99,frank.garcia@example.com,Good,False
EMP1311,Alice,Davis,30.0,Sales-Nevada,Active,2023-07-06,97512.51,alice.davis@example.com,Good,True
EMP1312,Alice,Brown,35.0,DevOps-Nevada,Inactive,2024-05-28,86712.41,alice.brown@example.com,Average,True
EMP1313,Grace,Davis,30.0,HR-Florida,Active,2024-03-25,87654.98,grace.davis@example.com,Poor,False
EMP1314,David,Williams,35.0,DevOps-New York,Inactive,2020-04-28,89367.02,david.williams@example.com,Poor,False
EMP1315,Charlie,Garcia,40.0,Admin-California,Active,2021-11-07,95269.41,charlie.garcia@example.com,Good,True
EMP1316,Frank,Williams,25.0,Sales-Nevada,Active,2020-04-15,68792.31,frank.williams@example.com,Average,False
EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,2023-10-07,89119.53,alice.smith@example.com,Good,True
EMP1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2024-02-27,58212.13,frank.davis@example.com,Good,False
EMP1319,Heidi,Miller,30.0,DevOps-Illinois,Pending,2021-02-22,77764.24,heidi.miller@example.com,Good,True
EMP1320,Frank,Garcia,35.0,Finance-Florida,Pending,2023-08-21,75148.17,frank.garcia@example.com,Average,False
EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,2024-04-08,108781.18,heidi.jones@example.com,Poor,False
EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,2024-11-04,65489.19,frank.brown@example.com,Average,True
EMP1323,Eva,Johnson,30.0,Sales-Illinois,Pending,2022-05-05,70663.46,eva.johnson@example.com,Excellent,False
EMP1324,David,Miller,40.0,Sales-New York,Inactive,2023-02-01,95822.56,david.miller@example.com,Average,False
EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,2022-10-01,82258.03,eva.miller@example.com,Average,True
EMP1326,Frank,Williams,30.0,Admin-Nevada,Pending,2022-09-27,62883.34,frank.williams@example.com,Average,False
EMP1327,Alice,Davis,30.0,Cloud Tech-Texas,Pending,2020-04-09,103503.72,alice.davis@example.com,Average,True
EMP1328,David,Garcia,25.0,DevOps-New York,Active,2021-03-23,85401.3,david.garcia@example.com,Poor,True
EMP1329,Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,2023-02-03,85547.87,heidi.garcia@example.com,Excellent,False
EMP1330,Eva,Smith,30.0,HR-Texas,Pending,2024-07-23,98850.14,eva.smith@example.com,Poor,False
EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,2021-05-08,63435.24,charlie.smith@example.com,Poor,False
EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,2022-04-11,82129.84,frank.brown@example.com,Average,False
EMP1333,David,Williams,35.0,DevOps-Texas,Pending,2024-10-23,95492.61,david.williams@example.com,Good,False
EMP1334,Grace,Miller,40.0,Finance-Illinois,Inactive,2020-04-24,94572.37,grace.miller@example.com,Good,False
EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,2023-03-04,118413.05,bob.garcia@example.com,Poor,False
EMP1336,Alice,Jones,30.0,Admin-Nevada,Pending,2022-08-31,68976.65,alice.jones@example.com,Poor,True
EMP1337,Eva,Williams,30.0,Sales-Nevada,Active,2021-01-02,115013.65,eva.williams@example.com,Average,False
EMP1338,David,Brown,30.0,Admin-Nevada,Inactive,2020-06-06,70949.38,david.brown@example.com,Poor,True
EMP1339,Grace,Brown,30.0,HR-Florida,Pending,2020-10-13,105334.87,grace.brown@example.com,Average,False
EMP1340,Bob,Williams,30.0,DevOps-California,Active,2020-07-19,80596.18,bob.williams@example.com,Good,False
EMP1341,Frank,Brown,30.0,Sales-Illinois,Inactive,2024-05-03,72846.37,frank.brown@example.com,Good,True
EMP1342,Heidi,Williams,40.0,Admin-California,Pending,2022-02-07,80229.36,heidi.williams@example.com,Excellent,False
EMP1343,Grace,Johnson,25.0,Sales-California,Active,2023-12-31,55145.47,grace.johnson@example.com,Good,False
EMP1344,Grace,Williams,30.0,DevOps-Florida,Inactive,2022-01-08,85547.87,grace.williams@example.com,Poor,True
EMP1345,Eva,Davis,40.0,HR-California,Active,2020-09-28,56110.81,eva.davis@example.com,Good,False
EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2023-02-09,56514.5,grace.williams@example.com,Average,False
EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,2022-03-05,104541.84,frank.brown@example.com,Good,False
EMP1348,David,Garcia,30.0,Sales-New York,Pending,2022-02-18,61865.12,david.garcia@example.com,Excellent,True
EMP1349,Eva,Davis,40.0,Admin-Texas,Active,2022-06-09,69317.33,eva.davis@example.com,Good,False
EMP1350,Bob,Brown,35.0,HR-New York,Pending,2023-07-04,84706.17,bob.brown@example.com,Average,False
EMP1351,Heidi,Smith,25.0,Admin-California,Active,2022-03-21,73255.21,heidi.smith@example.com,Average,False
EMP1352,Frank,Smith,40.0,HR-Florida,Pending,2023-05-02,59528.71,frank.smith@example.com,Poor,False
EMP1353,David,Garcia,40.0,HR-New York,Inactive,2021-10-15,70401.37,david.garcia@example.com,Good,True
EMP1354,Heidi,Garcia,30.0,Admin-California,Inactive,2021-07-28,107154.62,heidi.garcia@example.com,Average,True
EMP1355,Bob,Davis,30.0,Admin-Illinois,Pending,2021-01-03,97719.88,bob.davis@example.com,Excellent,False
EMP1356,Heidi,Johnson,30.0,Finance-California,Pending,2020-05-21,107327.59,heidi.johnson@example.com,Poor,False
EMP1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,2021-05-10,67687.72,grace.garcia@example.com,Excellent,True
EMP1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,2022-09-08,90757.08,grace.smith@example.com,Good,True
EMP1359,Grace,Williams,30.0,Cloud Tech-California,Pending,2024-07-21,87583.42,grace.williams@example.com,Good,False
EMP1360,Bob,Brown,25.0,Admin-Nevada,Pending,2021-12-28,61643.69,bob.brown@example.com,Good,True
EMP1361,Grace,Smith,35.0,Finance-Texas,Active,2020-07-20,68111.69,grace.smith@example.com,Poor,False
EMP1362,David,Smith,40.0,HR-Florida,Inactive,2024-04-30,97568.88,david.smith@example.com,Average,True
EMP1363,Charlie,Johnson,35.0,Cloud Tech-Florida,Active,2021-08-28,79118.28,charlie.johnson@example.com,Poor,True
EMP1364,Bob,Davis,30.0,HR-California,Inactive,2022-07-21,104898.9,bob.davis@example.com,Excellent,True
EMP1365,Frank,Davis,40.0,Cloud Tech-Florida,Pending,2023-11-27,81671.3,frank.davis@example.com,Poor,True
EMP1366,Alice,Miller,25.0,Cloud Tech-California,Pending,2020-08-11,97399.75,alice.miller@example.com,Excellent,False
EMP1367,David,Johnson,30.0,Admin-Illinois,Active,2021-11-08,89189.43,david.johnson@example.com,Poor,True
EMP1368,David,Williams,40.0,DevOps-New York,Active,2023-08-04,96011.55,david.williams@example.com,Average,True
EMP1369,David,Davis,40.0,Sales-Florida,Inactive,2020-01-10,99331.49,david.davis@example.com,Excellent,False
EMP1370,Bob,Brown,30.0,Cloud Tech-Illinois,Active,2022-01-19,72818.94,bob.brown@example.com,Good,True
EMP1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,2023-05-07,77204.75,eva.garcia@example.com,Good,True
EMP1372,Bob,Johnson,35.0,HR-Florida,Pending,2020-12-19,106961.68,bob.johnson@example.com,Poor,False
EMP1373,Eva,Garcia,30.0,Sales-Texas,Pending,2020-10-01,71923.0,eva.garcia@example.com,Good,True
EMP1374,Bob,Smith,30.0,HR-Nevada,Active,2022-11-12,77192.43,bob.smith@example.com,Excellent,False
EMP1375,Grace,Brown,40.0,Admin-Florida,Pending,2023-01-05,98540.3,grace.brown@example.com,Good,False
EMP1376,Charlie,Brown,30.0,Admin-Florida,Inactive,2020-10-14,63096.9,charlie.brown@example.com,Average,False
EMP1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,2021-02-03,107065.12,alice.smith@example.com,Average,False
EMP1378,Heidi,Johnson,40.0,DevOps-Florida,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,Poor,True
EMP1379,Bob,Smith,30.0,Cloud Tech-New York,Inactive,2020-03-07,69239.7,bob.smith@example.com,Excellent,False
EMP1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,Average,True
EMP1381,Eva,Miller,30.0,HR-Illinois,Active,2024-04-05,100328.62,eva.miller@example.com,Average,True
EMP1382,Grace,Brown,25.0,DevOps-Nevada,Active,2021-09-01,111236.69,grace.brown@example.com,Excellent,True
EMP1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,2024-05-07,106832.22,eva.jones@example.com,Good,True
EMP1384,Frank,Jones,30.0,DevOps-Florida,Active,2023-06-15,59746.45,frank.jones@example.com,Good,True
EMP1385,David,Garcia,25.0,Sales-California,Pending,2021-07-29,91780.04,david.garcia@example.com,Poor,True
EMP1386,Eva,Williams,35.0,Sales-California,Pending,2023-10-23,107062.66,eva.williams@example.com,Good,True
EMP1387,Grace,Davis,25.0,HR-Nevada,Active,2023-12-07,110625.52,grace.davis@example.com,Excellent,True
EMP1388,Frank,Smith,30.0,DevOps-Florida,Inactive,2020-10-18,90419.79,frank.smith@example.com,Average,True
EMP1389,Grace,Smith,40.0,Finance-Texas,Pending,2024-06-15,111608.76,grace.smith@example.com,Good,True
EMP1390,Eva,Williams,35.0,Finance-Florida,Inactive,2023-04-06,50173.12,eva.williams@example.com,Poor,False
EMP1391,Bob,Williams,40.0,DevOps-Nevada,Pending,2022-01-03,109507.44,bob.williams@example.com,Good,False
EMP1392,Grace,Garcia,30.0,Finance-New York,Inactive,2021-07-03,72600.56,grace.garcia@example.com,Excellent,False
EMP1393,Charlie,Garcia,30.0,Finance-California,Pending,2024-04-10,53388.65,charlie.garcia@example.com,Poor,True
EMP1394,Heidi,Williams,25.0,Cloud Tech-New York,Inactive,2022-07-23,50047.32,heidi.williams@example.com,Good,False
EMP1395,David,Brown,30.0,DevOps-California,Active,2024-11-25,115290.79,david.brown@example.com,Poor,False
EMP1396,Frank,Garcia,35.0,Cloud Tech-California,Pending,2023-08-21,61586.76,frank.garcia@example.com,Excellent,False
EMP1397,Eva,Miller,30.0,Finance-Nevada,Active,2023-12-12,56662.86,eva.miller@example.com,Average,True
EMP1398,Bob,Garcia,30.0,Sales-New York,Pending,2023-10-24,85547.87,bob.garcia@example.com,Excellent,True
EMP1399,Frank,Smith,25.0,Finance-Nevada,Active,2022-09-05,54957.98,frank.smith@example.com,Excellent,True
EMP1400,Bob,Garcia,25.0,HR-California,Inactive,2020-10-07,76790.47,bob.garcia@example.com,Excellent,True
EMP1401,Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,2020-01-18,92722.35,charlie.brown@example.com,Excellent,False
EMP1402,Frank,Williams,30.0,DevOps-Nevada,Active,2022-04-23,93125.32,frank.williams@example.com,Average,False
EMP1403,David,Smith,25.0,Cloud Tech-New York,Active,2023-04-22,101100.64,david.smith@example.com,Average,False
EMP1404,Grace,Garcia,35.0,Admin-New York,Inactive,2023-08-13,55897.41,grace.garcia@example.com,Poor,False
EMP1405,Eva,Brown,25.0,DevOps-California,Active,2022-11-26,92484.88,eva.brown@example.com,Good,True
EMP1406,Grace,Miller,35.0,DevOps-Texas,Active,2022-10-10,77011.99,grace.miller@example.com,Average,True
EMP1407,Bob,Garcia,30.0,Cloud Tech-California,Inactive,2020-09-27,77078.68,bob.garcia@example.com,Average,True
EMP1408,Grace,Brown,35.0,Sales-Nevada,Active,2024-04-11,82971.02,grace.brown@example.com,Good,False
EMP1409,Bob,Miller,25.0,Sales-Texas,Active,2021-06-20,65102.01,bob.miller@example.com,Average,True
EMP1410,Grace,Williams,30.0,HR-Nevada,Pending,2022-10-23,103697.7,grace.williams@example.com,Excellent,True
EMP1411,Grace,Garcia,25.0,DevOps-Illinois,Pending,2023-06-15,60687.63,grace.garcia@example.com,Excellent,False
EMP1412,Bob,Miller,30.0,Admin-New York,Pending,2021-10-31,77351.21,bob.miller@example.com,Good,False
EMP1413,Bob,Smith,35.0,DevOps-Florida,Pending,2024-09-29,66704.62,bob.smith@example.com,Poor,True
EMP1414,Grace,Williams,25.0,Finance-Illinois,Pending,2020-04-22,71650.3,grace.williams@example.com,Poor,True
EMP1415,Charlie,Smith,25.0,Cloud Tech-Nevada,Active,2023-12-07,50794.54,charlie.smith@example.com,Good,True
EMP1416,Frank,Jones,30.0,Sales-Nevada,Inactive,2020-12-07,76030.86,frank.jones@example.com,Good,True
EMP1417,Eva,Johnson,25.0,Cloud Tech-California,Inactive,2021-07-11,86669.79,eva.johnson@example.com,Excellent,True
EMP1418,Bob,Garcia,40.0,Finance-Illinois,Inactive,2020-04-23,84972.7,bob.garcia@example.com,Poor,True
EMP1419,Frank,Miller,30.0,HR-Texas,Pending,2023-10-12,100594.49,frank.miller@example.com,Average,False
EMP1420,Alice,Johnson,25.0,Cloud Tech-New York,Active,2022-08-24,75478.35,alice.johnson@example.com,Excellent,False
EMP1421,Charlie,Johnson,25.0,Sales-Nevada,Pending,2023-09-04,79355.85,charlie.johnson@example.com,Good,False
EMP1422,Grace,Miller,35.0,HR-Texas,Pending,2022-02-02,58358.07,grace.miller@example.com,Poor,True
EMP1423,Alice,Williams,30.0,Admin-Illinois,Active,2022-04-01,54824.85,alice.williams@example.com,Average,False
EMP1424,Eva,Garcia,35.0,HR-Texas,Pending,2022-07-24,50557.84,eva.garcia@example.com,Average,True
EMP1425,Eva,Jones,30.0,Admin-Florida,Inactive,2023-04-26,118030.04,eva.jones@example.com,Excellent,True
EMP1426,David,Smith,30.0,Admin-New York,Active,2022-04-19,51673.72,david.smith@example.com,Poor,False
EMP1427,Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,2024-10-04,101665.79,alice.brown@example.com,Poor,True
EMP1428,David,Smith,30.0,Admin-Florida,Inactive,2020-05-02,118079.15,david.smith@example.com,Good,True
EMP1429,Eva,Brown,25.0,Cloud Tech-New York,Pending,2022-04-25,99059.28,eva.brown@example.com,Poor,False
EMP1430,Bob,Smith,30.0,Cloud Tech-Illinois,Active,2023-07-29,107397.4,bob.smith@example.com,Poor,False
EMP1431,Alice,Miller,40.0,DevOps-New York,Active,2021-08-20,68269.37,alice.miller@example.com,Excellent,False
EMP1432,Grace,Jones,35.0,HR-Florida,Inactive,2021-04-23,55228.12,grace.jones@example.com,Poor,True
EMP1433,Bob,Garcia,30.0,Cloud Tech-New York,Inactive,2022-08-12,71982.33,bob.garcia@example.com,Average,False
EMP1434,Frank,Brown,30.0,Finance-California,Inactive,2021-06-26,109673.75,frank.brown@example.com,Excellent,False
EMP1435,Eva,Garcia,30.0,Cloud Tech-New York,Inactive,2020-10-30,56384.9,eva.garcia@example.com,Excellent,True
EMP1436,Frank,Garcia,40.0,Sales-Texas,Pending,2021-09-04,68211.68,frank.garcia@example.com,Good,False
EMP1437,Alice,Garcia,40.0,Finance-Illinois,Pending,2023-01-31,67489.68,alice.garcia@example.com,Poor,False
EMP1438,Charlie,Davis,25.0,Cloud Tech-Texas,Active,2020-09-24,63869.31,charlie.davis@example.com,Good,False
EMP1439,Bob,Williams,30.0,Sales-California,Active,2020-02-14,119801.3,bob.williams@example.com,Average,True
EMP1440,Heidi,Smith,30.0,Cloud Tech-California,Active,2020-03-28,115959.65,heidi.smith@example.com,Excellent,True
EMP1441,Grace,Garcia,40.0,Finance-Texas,Inactive,2023-10-31,79866.48,grace.garcia@example.com,Excellent,True
EMP1442,Charlie,Smith,35.0,HR-Florida,Active,2020-03-11,92987.46,charlie.smith@example.com,Excellent,True
EMP1443,Eva,Garcia,40.0,Finance-Illinois,Inactive,2020-05-04,56140.51,eva.garcia@example.com,Average,False
EMP1444,Grace,Brown,30.0,DevOps-Illinois,Active,2023-07-15,119586.11,grace.brown@example.com,Average,True
EMP1445,Alice,Williams,40.0,DevOps-California,Inactive,2023-01-20,104700.46,alice.williams@example.com,Good,True
EMP1446,Frank,Williams,40.0,HR-New York,Active,2021-10-15,91798.14,frank.williams@example.com,Good,False
EMP1447,Eva,Miller,25.0,Finance-Illinois,Inactive,2024-04-19,90879.22,eva.miller@example.com,Good,False
EMP1448,Charlie,Davis,25.0,Admin-Nevada,Active,2021-06-29,87358.27,charlie.davis@example.com,Poor,False
EMP1449,Alice,Miller,30.0,Sales-Florida,Inactive,2024-09-14,119407.93,alice.miller@example.com,Excellent,True
EMP1450,David,Miller,30.0,HR-Nevada,Pending,2022-01-04,113978.6,david.miller@example.com,Excellent,True
EMP1451,Frank,Miller,30.0,Sales-New York,Pending,2021-01-20,108568.78,frank.miller@example.com,Good,True
EMP1452,Heidi,Miller,30.0,HR-New York,Inactive,2020-03-18,56318.02,heidi.miller@example.com,Excellent,False
EMP1453,David,Miller,25.0,Sales-Florida,Active,2021-11-10,114252.73,david.miller@example.com,Good,False
EMP1454,Charlie,Jones,35.0,DevOps-New York,Inactive,2020-05-01,51533.9,charlie.jones@example.com,Poor,True
EMP1455,Charlie,Williams,25.0,Sales-California,Active,2022-02-04,99317.66,charlie.williams@example.com,Poor,False
EMP1456,Bob,Miller,35.0,HR-California,Active,2020-11-18,101264.64,bob.miller@example.com,Average,False
EMP1457,Heidi,Garcia,35.0,Admin-Nevada,Pending,2023-11-21,112272.02,heidi.garcia@example.com,Poor,False
EMP1458,Frank,Williams,30.0,DevOps-Illinois,Active,2022-02-13,71477.63,frank.williams@example.com,Good,True
EMP1459,Charlie,Williams,30.0,DevOps-Texas,Pending,2023-03-19,77412.1,charlie.williams@example.com,Poor,False
EMP1460,Alice,Johnson,30.0,Sales-California,Pending,2021-03-28,94775.27,alice.johnson@example.com,Average,False
EMP1461,Heidi,Jones,30.0,HR-Nevada,Active,2021-05-02,74276.71,heidi.jones@example.com,Excellent,True
EMP1462,Bob,Miller,35.0,Finance-Texas,Inactive,2021-03-05,67467.86,bob.miller@example.com,Good,True
EMP1463,Eva,Smith,25.0,DevOps-Texas,Active,2022-03-01,80675.41,eva.smith@example.com,Excellent,False
EMP1464,Charlie,Brown,40.0,Finance-Florida,Inactive,2023-01-23,76274.33,charlie.brown@example.com,Average,False
EMP1465,David,Davis,30.0,Finance-Texas,Active,2021-08-26,51405.46,david.davis@example.com,Average,True
EMP1466,Bob,Garcia,25.0,HR-New York,Inactive,2020-11-25,101238.96,bob.garcia@example.com,Average,True
EMP1467,Bob,Smith,35.0,Sales-Illinois,Inactive,2023-12-13,52169.52,bob.smith@example.com,Excellent,False
EMP1468,Charlie,Jones,30.0,Finance-New York,Active,2020-07-26,73176.62,charlie.jones@example.com,Excellent,False
EMP1469,Grace,Brown,30.0,DevOps-Nevada,Pending,2021-06-27,96241.85,grace.brown@example.com,Excellent,False
EMP1470,Bob,Jones,25.0,Finance-Illinois,Pending,2024-09-16,84366.38,bob.jones@example.com,Excellent,False
EMP1471,Alice,Garcia,40.0,Cloud Tech-California,Pending,2023-07-04,92015.09,alice.garcia@example.com,Average,True
